user_dpi,current_sensitivity,current_edpi,avg_speed,micro_adjustments,large_flicks,overshoots,undershoots,recommended_sensitivity,recommended_edpi
600,5.8,3480.0,1.5566882,99,9,25,23,5.3,3180.0
